run_index,run_key,category,condition_name,attack,defense,split_name,optimizer_name,protected_attr,seed,stopped_reason,finished_round,total_duration_sec,final_val_accuracy,final_val_demographic_parity_gap,final_val_equalized_odds_gap
171,r171__A5_D3__split_strict_non_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,strict_non_iid,fedprox,race_bin,42,completed,30,262.26833415031433,0.4613220815752461,0.05981441454563441,0.07488425109873331
172,r172__A5_D4__split_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,iid,sgd,race_bin,42,completed,30,245.33565092086792,0.4559774964838256,0.06257497413263602,0.07989318197842488
173,r173__A5_D4__split_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,iid,adamw,race_bin,42,completed,30,245.61357235908508,0.930239099859353,0.020816185755842265,0.04397848423358135
174,r174__A5_D4__split_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,iid,fedprox,race_bin,42,completed,30,245.45258855819702,0.4542897327707454,0.062484970821063746,0.0794260734682366
175,r175__A5_D4__split_dirichlet_0_5__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,dirichlet_0_5,sgd,race_bin,42,completed,30,229.28628039360046,0.45344585091420536,0.0662905306897551,0.08080389668382337
176,r176__A5_D4__split_dirichlet_0_5__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,dirichlet_0_5,adamw,race_bin,42,completed,30,232.87308406829834,0.9189873417721519,0.039639588265766745,0.06816117499275293
177,r177__A5_D4__split_dirichlet_0_5__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,dirichlet_0_5,fedprox,race_bin,42,completed,30,253.65674877166748,0.4509142053445851,0.06293120861393531,0.08559983783402669
178,r178__A5_D4__split_strict_non_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,strict_non_iid,sgd,race_bin,42,completed,30,227.1846227645874,0.45260196905766525,0.06121874102543312,0.0803367881736351
179,r179__A5_D4__split_strict_non_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,strict_non_iid,adamw,race_bin,42,completed,30,235.8314709663391,0.4849507735583685,0.20908284564363355,0.25171126230933755
180,r180__A5_D4__split_strict_non_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D4,A5,D4,strict_non_iid,fedprox,race_bin,42,completed,30,258.32485938072205,0.4542897327707454,0.06281372337516533,0.07371354203389036
181,r181__A5_D5__split_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,iid,sgd,race_bin,42,completed,30,234.59664845466614,0.45288326300984527,0.06453306144546689,0.08309243460480853
182,r182__A5_D5__split_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,iid,adamw,race_bin,42,completed,30,248.93480110168457,0.9226441631504922,0.007957048495982832,0.03978648146842467
183,r183__A5_D5__split_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,iid,fedprox,race_bin,42,completed,30,280.7751772403717,0.4548523206751055,0.06360245468573733,0.07782938494441705
184,r184__A5_D5__split_dirichlet_0_5__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,dirichlet_0_5,sgd,race_bin,42,completed,30,251.93398237228394,0.46216596343178623,0.06320121854865202,0.07693042139650752
185,r185__A5_D5__split_dirichlet_0_5__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,dirichlet_0_5,adamw,race_bin,42,completed,30,245.65654754638672,0.6618846694796062,0.04206246367232748,0.09600401889586122
186,r186__A5_D5__split_dirichlet_0_5__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,dirichlet_0_5,fedprox,race_bin,42,completed,30,268.15006947517395,0.45035161744022506,0.06736988338044192,0.08560571341277112
187,r187__A5_D5__split_strict_non_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,strict_non_iid,sgd,race_bin,42,completed,30,236.73958110809326,0.4520393811533052,0.06570241744772587,0.07920133258125928
188,r188__A5_D5__split_strict_non_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,strict_non_iid,adamw,race_bin,42,completed,30,229.57090544700623,0.5049226441631505,0.013952230914145103,0.024137597835539704
189,r189__A5_D5__split_strict_non_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D5,A5,D5,strict_non_iid,fedprox,race_bin,42,completed,30,280.77548027038574,0.45232067510548524,0.06892673455618747,0.08423964135467343
